image_name,label
"digit_6,1_0_6330.png","6,1"
"digit_6,2_0_1807.png","6,2"
"digit_6,2_0_2352.png","6,2"
"digit_6,2_0_2963.png","6,2"
"digit_6,2_0_3406.png","6,2"
"digit_6,2_0_6207.png","6,2"
"digit_6,2_0_6752.png","6,2"
"digit_6,2_0_6760.png","6,2"
"digit_6,2_0_8015.png","6,2"
"digit_6,2_0_8465.png","6,2"
"digit_6,2_0_9149.png","6,2"
"digit_6,3_0_1964.png","6,3"
"digit_6,3_0_3910.png","6,3"
"digit_6,3_0_3918.png","6,3"
"digit_6,3_0_3966.png","6,3"
"digit_6,3_0_4155.png","6,3"
"digit_6,3_0_5264.png","6,3"
"digit_6,3_0_5459.png","6,3"
"digit_6,3_0_5639.png","6,3"
"digit_6,3_0_6966.png","6,3"
"digit_6,3_0_754.png","6,3"
"digit_6,4_0_1539.png","6,4"
"digit_6,4_0_3147.png","6,4"
"digit_6,4_0_3215.png","6,4"
"digit_6,4_0_4385.png","6,4"
"digit_6,4_0_4521.png","6,4"
"digit_6,4_0_5416.png","6,4"
"digit_6,4_0_5952.png","6,4"
"digit_6,4_0_6165.png","6,4"
"digit_6,4_0_7779.png","6,4"
"digit_6,4_0_8496.png","6,4"
"digit_6,5_0_1685.png","6,5"
"digit_6,5_0_2489.png","6,5"
"digit_6,5_0_4041.png","6,5"
"digit_6,5_0_5521.png","6,5"
"digit_6,5_0_5606.png","6,5"
"digit_6,5_0_6729.png","6,5"
"digit_6,5_0_7624.png","6,5"
"digit_6,5_0_768.png","6,5"
"digit_6,5_0_8704.png","6,5"
"digit_6,5_0_9386.png","6,5"
"digit_6,6_0_2150.png","6,6"
"digit_6,6_0_27.png","6,6"
"digit_6,6_0_4508.png","6,6"
"digit_6,6_0_6765.png","6,6"
"digit_6,6_0_7498.png","6,6"
"digit_6,6_0_7804.png","6,6"
"digit_6,6_0_7818.png","6,6"
"digit_6,6_0_8274.png","6,6"
"digit_6,6_0_9220.png","6,6"
"digit_6,6_0_9288.png","6,6"
"digit_6,7_0_3518.png","6,7"
"digit_6,7_0_6260.png","6,7"
"digit_6,7_0_6754.png","6,7"
"digit_6,7_0_7109.png","6,7"
"digit_6,7_0_8126.png","6,7"
"digit_6,7_0_8841.png","6,7"
"digit_6,7_0_9123.png","6,7"
"digit_6,7_0_9173.png","6,7"
"digit_6,7_0_9320.png","6,7"
"digit_6,7_0_9941.png","6,7"
"digit_6,8_0_1361.png","6,8"
"digit_6,8_0_1410.png","6,8"
"digit_6,8_0_2241.png","6,8"
"digit_6,8_0_274.png","6,8"
"digit_6,8_0_275.png","6,8"
"digit_6,8_0_2839.png","6,8"
"digit_6,8_0_4345.png","6,8"
"digit_6,8_0_501.png","6,8"
"digit_6,8_0_6239.png","6,8"
"digit_6,8_0_7987.png","6,8"
"digit_6,9_0_1394.png","6,9"
"digit_6,9_0_3164.png","6,9"
"digit_6,9_0_4362.png","6,9"
"digit_6,9_0_4935.png","6,9"
"digit_6,9_0_5144.png","6,9"
"digit_6,9_0_534.png","6,9"
"digit_6,9_0_6307.png","6,9"
"digit_6,9_0_7873.png","6,9"
"digit_6,9_0_8746.png","6,9"
"digit_6,9_0_8806.png","6,9"
"digit_7,0_0_3018.png","7,0"
"digit_7,0_0_3298.png","7,0"
"digit_7,0_0_3814.png","7,0"
"digit_7,0_0_5111.png","7,0"
"digit_7,0_0_6869.png","7,0"
"digit_7,0_0_734.png","7,0"
"digit_7,0_0_756.png","7,0"
"digit_7,0_0_8380.png","7,0"
"digit_7,0_0_973.png","7,0"
"digit_7,0_0_9864.png","7,0"
"digit_7,1_0_2038.png","7,1"
"digit_7,1_0_2320.png","7,1"
"digit_7,1_0_2987.png","7,1"
"digit_7,1_0_3533.png","7,1"
"digit_7,1_0_3744.png","7,1"
"digit_7,1_0_3897.png","7,1"
"digit_7,1_0_4276.png","7,1"
"digit_7,1_0_5148.png","7,1"
"digit_7,1_0_5531.png","7,1"
"digit_7,1_0_7795.png","7,1"
"digit_7,2_0_220.png","7,2"
"digit_7,2_0_2912.png","7,2"
"digit_7,2_0_3589.png","7,2"
"digit_7,2_0_3738.png","7,2"
"digit_7,2_0_4822.png","7,2"
"digit_7,2_0_5109.png","7,2"
"digit_7,2_0_5957.png","7,2"
"digit_7,2_0_6205.png","7,2"
"digit_7,2_0_7399.png","7,2"
"digit_7,2_0_7709.png","7,2"
"digit_7,3_0_120.png","7,3"
"digit_7,3_0_2987.png","7,3"
"digit_7,3_0_3061.png","7,3"
"digit_7,3_0_414.png","7,3"
"digit_7,3_0_526.png","7,3"
"digit_7,3_0_5490.png","7,3"
"digit_7,3_0_6100.png","7,3"
"digit_7,3_0_671.png","7,3"
"digit_7,3_0_8354.png","7,3"
"digit_7,3_0_992.png","7,3"
"digit_7,4_0_1429.png","7,4"
"digit_7,4_0_2906.png","7,4"
"digit_7,4_0_3817.png","7,4"
"digit_7,4_0_4426.png","7,4"
"digit_7,4_0_5784.png","7,4"
"digit_7,4_0_6003.png","7,4"
"digit_7,4_0_7498.png","7,4"
"digit_7,4_0_7820.png","7,4"
"digit_7,4_0_7858.png","7,4"
"digit_7,4_0_8289.png","7,4"
"digit_7,5_0_118.png","7,5"
"digit_7,5_0_1405.png","7,5"
"digit_7,5_0_2455.png","7,5"
"digit_7,5_0_2809.png","7,5"
"digit_7,5_0_3071.png","7,5"
"digit_7,5_0_6918.png","7,5"
"digit_7,5_0_7980.png","7,5"
"digit_7,5_0_8328.png","7,5"
"digit_7,5_0_8439.png","7,5"
"digit_7,5_0_9259.png","7,5"
"digit_7,6_0_1454.png","7,6"
"digit_7,6_0_3802.png","7,6"
"digit_7,6_0_6090.png","7,6"
"digit_7,6_0_6114.png","7,6"
"digit_7,6_0_6379.png","7,6"
"digit_7,6_0_6524.png","7,6"
"digit_7,6_0_8484.png","7,6"
"digit_7,6_0_8515.png","7,6"
"digit_7,6_0_8787.png","7,6"
"digit_7,6_0_890.png","7,6"
"digit_7,7_0_1233.png","7,7"
"digit_7,7_0_1433.png","7,7"
"digit_7,7_0_397.png","7,7"
"digit_7,7_0_4505.png","7,7"
"digit_7,7_0_4513.png","7,7"
"digit_7,7_0_531.png","7,7"
"digit_7,7_0_6719.png","7,7"
"digit_7,7_0_8312.png","7,7"
"digit_7,7_0_9147.png","7,7"
"digit_7,7_0_9221.png","7,7"
"digit_7,8_0_1526.png","7,8"
"digit_7,8_0_3520.png","7,8"
"digit_7,8_0_4494.png","7,8"
"digit_7,8_0_49.png","7,8"
"digit_7,8_0_5701.png","7,8"
"digit_7,8_0_6424.png","7,8"
"digit_7,8_0_6443.png","7,8"
"digit_7,8_0_6527.png","7,8"
"digit_7,8_0_9357.png","7,8"
"digit_7,8_0_9484.png","7,8"
"digit_7,9_0_1021.png","7,9"
"digit_7,9_0_2585.png","7,9"
"digit_7,9_0_2737.png","7,9"
"digit_7,9_0_4128.png","7,9"
"digit_7,9_0_5650.png","7,9"
"digit_7,9_0_6191.png","7,9"
"digit_7,9_0_671.png","7,9"
"digit_7,9_0_6907.png","7,9"
"digit_7,9_0_9030.png","7,9"
"digit_7,9_0_9804.png","7,9"
"digit_8,0_0_1307.png","8,0"
"digit_8,0_0_2055.png","8,0"
"digit_8,0_0_2786.png","8,0"
"digit_8,0_0_3898.png","8,0"
"digit_8,0_0_4845.png","8,0"
"digit_8,0_0_5864.png","8,0"
"digit_8,0_0_6928.png","8,0"
"digit_8,0_0_7448.png","8,0"
"digit_8,0_0_7774.png","8,0"
"digit_8,0_0_82.png","8,0"
"digit_8,1_0_1484.png","8,1"
"digit_8,1_0_1962.png","8,1"
"digit_8,1_0_2171.png","8,1"
"digit_8,1_0_422.png","8,1"
"digit_8,1_0_5755.png","8,1"
"digit_8,1_0_593.png","8,1"
"digit_8,1_0_6123.png","8,1"
"digit_8,1_0_6663.png","8,1"
"digit_8,1_0_7130.png","8,1"
"digit_8,1_0_8905.png","8,1"
"digit_8,2_0_3154.png","8,2"
"digit_8,2_0_334.png","8,2"
"digit_8,2_0_4228.png","8,2"
"digit_8,2_0_5530.png","8,2"
"digit_8,2_0_606.png","8,2"
"digit_8,2_0_6496.png","8,2"
"digit_8,2_0_660.png","8,2"
"digit_8,2_0_6776.png","8,2"
"digit_8,2_0_6826.png","8,2"
"digit_8,2_0_8701.png","8,2"
"digit_8,3_0_2345.png","8,3"
"digit_8,3_0_3887.png","8,3"
"digit_8,3_0_4603.png","8,3"
"digit_8,3_0_4836.png","8,3"
"digit_8,3_0_795.png","8,3"
"digit_8,3_0_8891.png","8,3"
"digit_8,3_0_9274.png","8,3"
"digit_8,3_0_9467.png","8,3"
"digit_8,3_0_9577.png","8,3"
"digit_8,3_0_9660.png","8,3"
"digit_8,4_0_1386.png","8,4"
"digit_8,4_0_2363.png","8,4"
"digit_8,4_0_5046.png","8,4"
"digit_8,4_0_5249.png","8,4"
"digit_8,4_0_5319.png","8,4"
"digit_8,4_0_5669.png","8,4"
"digit_8,4_0_7058.png","8,4"
"digit_8,4_0_7894.png","8,4"
"digit_8,4_0_8924.png","8,4"
"digit_8,4_0_9332.png","8,4"
"digit_8,5_0_1373.png","8,5"
"digit_8,5_0_1805.png","8,5"
"digit_8,5_0_2042.png","8,5"
"digit_8,5_0_3812.png","8,5"
"digit_8,5_0_4938.png","8,5"
"digit_8,5_0_6485.png","8,5"
"digit_8,5_0_6784.png","8,5"
"digit_8,5_0_6816.png","8,5"
"digit_8,5_0_6927.png","8,5"
"digit_8,5_0_806.png","8,5"
"digit_8,6_0_2112.png","8,6"
"digit_8,6_0_217.png","8,6"
"digit_8,6_0_2222.png","8,6"
"digit_8,6_0_4880.png","8,6"
"digit_8,6_0_5399.png","8,6"
"digit_8,6_0_6997.png","8,6"
"digit_8,6_0_7844.png","8,6"
"digit_8,6_0_8425.png","8,6"
"digit_8,6_0_8524.png","8,6"
"digit_8,6_0_9358.png","8,6"
"digit_8,7_0_1144.png","8,7"
"digit_8,7_0_2029.png","8,7"
"digit_8,7_0_2733.png","8,7"
"digit_8,7_0_4848.png","8,7"
"digit_8,7_0_5593.png","8,7"
"digit_8,7_0_5775.png","8,7"
"digit_8,7_0_5974.png","8,7"
"digit_8,7_0_6318.png","8,7"
"digit_8,7_0_7487.png","8,7"
"digit_8,7_0_7995.png","8,7"
"digit_8,8_0_2621.png","8,8"
"digit_8,8_0_2653.png","8,8"
"digit_8,8_0_506.png","8,8"
"digit_8,8_0_5728.png","8,8"
"digit_8,8_0_605.png","8,8"
"digit_8,8_0_6540.png","8,8"
"digit_8,8_0_7514.png","8,8"
"digit_8,8_0_7738.png","8,8"
"digit_8,8_0_7984.png","8,8"
"digit_8,8_0_9688.png","8,8"
"digit_8,9_0_1104.png","8,9"
"digit_8,9_0_1522.png","8,9"
"digit_8,9_0_2282.png","8,9"
"digit_8,9_0_3796.png","8,9"
"digit_8,9_0_4924.png","8,9"
"digit_8,9_0_5465.png","8,9"
"digit_8,9_0_6442.png","8,9"
"digit_8,9_0_6807.png","8,9"
"digit_8,9_0_6837.png","8,9"
"digit_8,9_0_8563.png","8,9"
"digit_9,0_0_1302.png","9,0"
"digit_9,0_0_2353.png","9,0"
"digit_9,0_0_3223.png","9,0"
"digit_9,0_0_4544.png","9,0"
"digit_9,0_0_5175.png","9,0"
"digit_9,0_0_5402.png","9,0"
"digit_9,0_0_748.png","9,0"
"digit_9,0_0_8622.png","9,0"
"digit_9,0_0_9300.png","9,0"
"digit_9,0_0_9934.png","9,0"
"digit_9,1_0_1434.png","9,1"
"digit_9,1_0_2140.png","9,1"
"digit_9,1_0_2932.png","9,1"
"digit_9,1_0_3825.png","9,1"
"digit_9,1_0_4218.png","9,1"
"digit_9,1_0_4536.png","9,1"
"digit_9,1_0_4678.png","9,1"
"digit_9,1_0_6033.png","9,1"
"digit_9,1_0_6563.png","9,1"
"digit_9,1_0_6832.png","9,1"
"digit_9,2_0_3656.png","9,2"
"digit_9,2_0_4362.png","9,2"
"digit_9,2_0_5097.png","9,2"
"digit_9,2_0_5220.png","9,2"
"digit_9,2_0_6790.png","9,2"
"digit_9,2_0_7034.png","9,2"
"digit_9,2_0_7079.png","9,2"
"digit_9,2_0_734.png","9,2"
"digit_9,2_0_8157.png","9,2"
"digit_9,2_0_8228.png","9,2"
"digit_9,3_0_2044.png","9,3"
"digit_9,3_0_2766.png","9,3"
"digit_9,3_0_2865.png","9,3"
"digit_9,3_0_366.png","9,3"
"digit_9,3_0_4654.png","9,3"
"digit_9,3_0_5348.png","9,3"
"digit_9,3_0_5909.png","9,3"
"digit_9,3_0_7369.png","9,3"
"digit_9,3_0_9051.png","9,3"
"digit_9,3_0_9877.png","9,3"
"digit_9,4_0_389.png","9,4"
"digit_9,4_0_4376.png","9,4"
"digit_9,4_0_5259.png","9,4"
"digit_9,4_0_548.png","9,4"
"digit_9,4_0_7808.png","9,4"
"digit_9,4_0_8328.png","9,4"
"digit_9,4_0_8866.png","9,4"
"digit_9,4_0_9022.png","9,4"
"digit_9,4_0_954.png","9,4"
"digit_9,4_0_9947.png","9,4"
"digit_9,5_0_167.png","9,5"
"digit_9,5_0_2219.png","9,5"
"digit_9,5_0_2390.png","9,5"
"digit_9,5_0_3262.png","9,5"
"digit_9,5_0_3721.png","9,5"
"digit_9,5_0_4189.png","9,5"
"digit_9,5_0_4399.png","9,5"
"digit_9,5_0_6758.png","9,5"
"digit_9,5_0_7156.png","9,5"
"digit_9,5_0_8640.png","9,5"
"digit_9,6_0_2049.png","9,6"
"digit_9,6_0_3046.png","9,6"
"digit_9,6_0_4453.png","9,6"
"digit_9,6_0_4565.png","9,6"
"digit_9,6_0_5449.png","9,6"
"digit_9,6_0_6190.png","9,6"
"digit_9,6_0_6536.png","9,6"
"digit_9,6_0_7847.png","9,6"
"digit_9,6_0_8155.png","9,6"
"digit_9,6_0_9868.png","9,6"
"digit_9,7_0_1994.png","9,7"
"digit_9,7_0_2834.png","9,7"
"digit_9,7_0_3214.png","9,7"
"digit_9,7_0_4776.png","9,7"
"digit_9,7_0_5229.png","9,7"
"digit_9,7_0_6532.png","9,7"
"digit_9,7_0_6732.png","9,7"
"digit_9,7_0_7880.png","9,7"
"digit_9,7_0_8104.png","9,7"
"digit_9,7_0_916.png","9,7"
"digit_9,8_0_1934.png","9,8"
"digit_9,8_0_2289.png","9,8"
"digit_9,8_0_3782.png","9,8"
"digit_9,8_0_3800.png","9,8"
"digit_9,8_0_531.png","9,8"
"digit_9,8_0_5488.png","9,8"
"digit_9,8_0_5696.png","9,8"
"digit_9,8_0_6073.png","9,8"
"digit_9,8_0_7122.png","9,8"
"digit_9,8_0_72.png","9,8"
"digit_9,9_0_1433.png","9,9"
"digit_9,9_0_271.png","9,9"
"digit_9,9_0_3149.png","9,9"
"digit_9,9_0_3551.png","9,9"
"digit_9,9_0_4505.png","9,9"
"digit_9,9_0_5775.png","9,9"
"digit_9,9_0_6585.png","9,9"
"digit_9,9_0_7672.png","9,9"
"digit_9,9_0_9176.png","9,9"
"digit_9,9_0_9377.png","9,9"
